index,Country,Subject,Gender,Year,Value
1801,CHL,SCIENCE,GIRL,2009,443.0
1802,CHL,SCIENCE,GIRL,2012,441.645
1803,CHL,SCIENCE,GIRL,2015,440.0
1804,CHL,SCIENCE,GIRL,2018,442.0
1805,EST,SCIENCE,BOY,2006,530.0
1806,EST,SCIENCE,BOY,2009,527.0
1807,EST,SCIENCE,BOY,2012,540.177
1808,EST,SCIENCE,BOY,2015,536.0
1809,EST,SCIENCE,BOY,2018,528.0
1810,EST,SCIENCE,GIRL,2006,533.0
1811,EST,SCIENCE,GIRL,2009,528.0
1812,EST,SCIENCE,GIRL,2012,542.608
1813,EST,SCIENCE,GIRL,2015,533.0
1814,EST,SCIENCE,GIRL,2018,533.0
1815,IDN,SCIENCE,BOY,2006,399.0
1816,IDN,SCIENCE,BOY,2009,378.0
1817,IDN,SCIENCE,BOY,2012,380.409
1818,IDN,SCIENCE,BOY,2015,401.0
1819,IDN,SCIENCE,BOY,2018,393.0
1820,IDN,SCIENCE,GIRL,2006,387.0
1821,IDN,SCIENCE,GIRL,2009,387.0
1822,IDN,SCIENCE,GIRL,2012,383.459
1823,IDN,SCIENCE,GIRL,2015,405.0
1824,IDN,SCIENCE,GIRL,2018,399.0
1825,ISR,SCIENCE,BOY,2006,456.0
1826,ISR,SCIENCE,BOY,2009,453.0
1827,ISR,SCIENCE,BOY,2012,469.715
1828,ISR,SCIENCE,BOY,2015,469.0
1829,ISR,SCIENCE,BOY,2018,452.0
1830,ISR,SCIENCE,GIRL,2006,452.0
1831,ISR,SCIENCE,GIRL,2009,456.0
1832,ISR,SCIENCE,GIRL,2012,470.419
1833,ISR,SCIENCE,GIRL,2015,464.0
1834,ISR,SCIENCE,GIRL,2018,471.0
1835,RUS,SCIENCE,BOY,2009,477.0
1836,RUS,SCIENCE,BOY,2012,483.532
1837,RUS,SCIENCE,BOY,2015,489.0
1838,RUS,SCIENCE,BOY,2018,477.0
1839,RUS,SCIENCE,GIRL,2009,480.0
1840,RUS,SCIENCE,GIRL,2012,489.058
1841,RUS,SCIENCE,GIRL,2015,485.0
1842,RUS,SCIENCE,GIRL,2018,478.0
1843,SVN,SCIENCE,BOY,2006,515.0
1844,SVN,SCIENCE,BOY,2009,505.0
1845,SVN,SCIENCE,BOY,2012,509.882
1846,SVN,SCIENCE,BOY,2015,510.0
1847,SVN,SCIENCE,BOY,2018,502.0
1848,SVN,SCIENCE,GIRL,2006,523.0
1849,SVN,SCIENCE,GIRL,2009,519.0
1850,SVN,SCIENCE,GIRL,2012,518.717
1851,SVN,SCIENCE,GIRL,2015,516.0
1852,SVN,SCIENCE,GIRL,2018,512.0
1853,OAVG,SCIENCE,BOY,2006,499.441
1854,OAVG,SCIENCE,BOY,2009,500.853
1855,OAVG,SCIENCE,BOY,2012,501.863
1856,OAVG,SCIENCE,BOY,2015,495.0
1857,OAVG,SCIENCE,BOY,2018,488.0
1858,OAVG,SCIENCE,GIRL,2006,497.118
1859,OAVG,SCIENCE,GIRL,2009,500.824
1860,OAVG,SCIENCE,GIRL,2012,500.406
1861,OAVG,SCIENCE,GIRL,2015,491.0
1862,OAVG,SCIENCE,GIRL,2018,490.0
1863,LVA,SCIENCE,BOY,2015,485.0
1864,LVA,SCIENCE,BOY,2018,483.0
1865,LVA,SCIENCE,GIRL,2015,496.0
1866,LVA,SCIENCE,GIRL,2018,491.0
1867,AUS,SCIENCE,BOY & GIRL,2006,527.0
1868,AUS,SCIENCE,BOY & GIRL,2009,527.0
1869,AUS,SCIENCE,BOY & GIRL,2012,521.0
1870,AUS,SCIENCE,BOY & GIRL,2015,510.0
1871,AUS,SCIENCE,BOY & GIRL,2018,503.0
1872,AUT,SCIENCE,BOY & GIRL,2006,511.0
1873,AUT,SCIENCE,BOY & GIRL,2012,506.0
1874,AUT,SCIENCE,BOY & GIRL,2015,495.0
1875,AUT,SCIENCE,BOY & GIRL,2018,490.0
1876,BEL,SCIENCE,BOY & GIRL,2006,510.0
1877,BEL,SCIENCE,BOY & GIRL,2009,507.0
1878,BEL,SCIENCE,BOY & GIRL,2012,505.0
1879,BEL,SCIENCE,BOY & GIRL,2015,502.0
1880,BEL,SCIENCE,BOY & GIRL,2018,499.0
1881,CAN,SCIENCE,BOY & GIRL,2006,534.0
1882,CAN,SCIENCE,BOY & GIRL,2009,529.0
1883,CAN,SCIENCE,BOY & GIRL,2012,525.0
1884,CAN,SCIENCE,BOY & GIRL,2015,528.0
1885,CAN,SCIENCE,BOY & GIRL,2018,518.0
1886,CZE,SCIENCE,BOY & GIRL,2006,513.0
1887,CZE,SCIENCE,BOY & GIRL,2009,500.0
1888,CZE,SCIENCE,BOY & GIRL,2012,508.0
1889,CZE,SCIENCE,BOY & GIRL,2015,493.0
1890,CZE,SCIENCE,BOY & GIRL,2018,497.0
1891,DNK,SCIENCE,BOY & GIRL,2006,496.0
1892,DNK,SCIENCE,BOY & GIRL,2009,499.0
1893,DNK,SCIENCE,BOY & GIRL,2012,498.0
1894,DNK,SCIENCE,BOY & GIRL,2015,502.0
1895,DNK,SCIENCE,BOY & GIRL,2018,493.0
1896,FIN,SCIENCE,BOY & GIRL,2006,563.0
1897,FIN,SCIENCE,BOY & GIRL,2009,554.0
1898,FIN,SCIENCE,BOY & GIRL,2012,545.0
1899,FIN,SCIENCE,BOY & GIRL,2015,531.0
1900,FIN,SCIENCE,BOY & GIRL,2018,522.0
1901,FRA,SCIENCE,BOY & GIRL,2006,495.0
1902,FRA,SCIENCE,BOY & GIRL,2009,498.0
1903,FRA,SCIENCE,BOY & GIRL,2012,499.0
1904,FRA,SCIENCE,BOY & GIRL,2015,495.0
1905,FRA,SCIENCE,BOY & GIRL,2018,493.0
1906,DEU,SCIENCE,BOY & GIRL,2006,516.0
1907,DEU,SCIENCE,BOY & GIRL,2009,520.0
1908,DEU,SCIENCE,BOY & GIRL,2012,524.0
1909,DEU,SCIENCE,BOY & GIRL,2015,509.0
1910,DEU,SCIENCE,BOY & GIRL,2018,503.0
1911,GRC,SCIENCE,BOY & GIRL,2006,473.0
1912,GRC,SCIENCE,BOY & GIRL,2009,470.0
1913,GRC,SCIENCE,BOY & GIRL,2012,467.0
1914,GRC,SCIENCE,BOY & GIRL,2015,455.0
1915,GRC,SCIENCE,BOY & GIRL,2018,452.0
1916,HUN,SCIENCE,BOY & GIRL,2006,504.0
1917,HUN,SCIENCE,BOY & GIRL,2009,503.0
1918,HUN,SCIENCE,BOY & GIRL,2012,494.0
1919,HUN,SCIENCE,BOY & GIRL,2015,477.0
1920,HUN,SCIENCE,BOY & GIRL,2018,481.0
1921,ISL,SCIENCE,BOY & GIRL,2006,491.0
1922,ISL,SCIENCE,BOY & GIRL,2009,496.0
1923,ISL,SCIENCE,BOY & GIRL,2012,478.0
1924,ISL,SCIENCE,BOY & GIRL,2015,473.0
1925,ISL,SCIENCE,BOY & GIRL,2018,475.0
1926,IRL,SCIENCE,BOY & GIRL,2006,508.0
1927,IRL,SCIENCE,BOY & GIRL,2009,508.0
1928,IRL,SCIENCE,BOY & GIRL,2012,522.0
1929,IRL,SCIENCE,BOY & GIRL,2015,503.0
1930,IRL,SCIENCE,BOY & GIRL,2018,496.0
1931,ITA,SCIENCE,BOY & GIRL,2006,475.0
1932,ITA,SCIENCE,BOY & GIRL,2009,489.0
1933,ITA,SCIENCE,BOY & GIRL,2012,494.0
1934,ITA,SCIENCE,BOY & GIRL,2015,481.0
1935,ITA,SCIENCE,BOY & GIRL,2018,468.0
1936,JPN,SCIENCE,BOY & GIRL,2006,531.0
1937,JPN,SCIENCE,BOY & GIRL,2009,539.0
1938,JPN,SCIENCE,BOY & GIRL,2012,547.0
1939,JPN,SCIENCE,BOY & GIRL,2015,538.0
1940,JPN,SCIENCE,BOY & GIRL,2018,529.0
1941,KOR,SCIENCE,BOY & GIRL,2006,522.0
1942,KOR,SCIENCE,BOY & GIRL,2009,538.0
1943,KOR,SCIENCE,BOY & GIRL,2012,538.0
1944,KOR,SCIENCE,BOY & GIRL,2015,516.0
1945,KOR,SCIENCE,BOY & GIRL,2018,519.0
1946,LUX,SCIENCE,BOY & GIRL,2006,486.0
1947,LUX,SCIENCE,BOY & GIRL,2009,484.0
1948,LUX,SCIENCE,BOY & GIRL,2012,491.0
1949,LUX,SCIENCE,BOY & GIRL,2015,483.0
1950,LUX,SCIENCE,BOY & GIRL,2018,477.0
1951,MEX,SCIENCE,BOY & GIRL,2006,410.0
1952,MEX,SCIENCE,BOY & GIRL,2009,416.0
1953,MEX,SCIENCE,BOY & GIRL,2012,415.0
1954,MEX,SCIENCE,BOY & GIRL,2015,416.0
1955,MEX,SCIENCE,BOY & GIRL,2018,419.0
1956,NLD,SCIENCE,BOY & GIRL,2006,525.0
1957,NLD,SCIENCE,BOY & GIRL,2009,522.0
1958,NLD,SCIENCE,BOY & GIRL,2012,522.0
1959,NLD,SCIENCE,BOY & GIRL,2015,509.0
1960,NLD,SCIENCE,BOY & GIRL,2018,503.0
1961,NZL,SCIENCE,BOY & GIRL,2006,530.0
1962,NZL,SCIENCE,BOY & GIRL,2009,532.0
1963,NZL,SCIENCE,BOY & GIRL,2012,516.0
1964,NZL,SCIENCE,BOY & GIRL,2015,513.0
1965,NZL,SCIENCE,BOY & GIRL,2018,508.0
1966,NOR,SCIENCE,BOY & GIRL,2006,487.0
1967,NOR,SCIENCE,BOY & GIRL,2009,500.0
1968,NOR,SCIENCE,BOY & GIRL,2012,495.0
1969,NOR,SCIENCE,BOY & GIRL,2015,498.0
1970,NOR,SCIENCE,BOY & GIRL,2018,490.0
1971,POL,SCIENCE,BOY & GIRL,2006,498.0
1972,POL,SCIENCE,BOY & GIRL,2009,508.0
1973,POL,SCIENCE,BOY & GIRL,2012,526.0
1974,POL,SCIENCE,BOY & GIRL,2015,501.0
1975,POL,SCIENCE,BOY & GIRL,2018,511.0
1976,PRT,SCIENCE,BOY & GIRL,2006,474.0
1977,PRT,SCIENCE,BOY & GIRL,2009,493.0
1978,PRT,SCIENCE,BOY & GIRL,2012,489.0
1979,PRT,SCIENCE,BOY & GIRL,2015,501.0
1980,PRT,SCIENCE,BOY & GIRL,2018,492.0
1981,SVK,SCIENCE,BOY & GIRL,2006,488.0
1982,SVK,SCIENCE,BOY & GIRL,2009,490.0
1983,SVK,SCIENCE,BOY & GIRL,2012,471.0
1984,SVK,SCIENCE,BOY & GIRL,2015,461.0
1985,SVK,SCIENCE,BOY & GIRL,2018,464.0
1986,ESP,SCIENCE,BOY & GIRL,2006,488.0
1987,ESP,SCIENCE,BOY & GIRL,2009,488.0
1988,ESP,SCIENCE,BOY & GIRL,2012,496.0
1989,ESP,SCIENCE,BOY & GIRL,2015,493.0
1990,ESP,SCIENCE,BOY & GIRL,2018,483.0
1991,SWE,SCIENCE,BOY & GIRL,2006,503.0
1992,SWE,SCIENCE,BOY & GIRL,2009,495.0
1993,SWE,SCIENCE,BOY & GIRL,2012,485.0
1994,SWE,SCIENCE,BOY & GIRL,2015,493.0
1995,SWE,SCIENCE,BOY & GIRL,2018,499.0
1996,CHE,SCIENCE,BOY & GIRL,2006,512.0
1997,CHE,SCIENCE,BOY & GIRL,2009,517.0
1998,CHE,SCIENCE,BOY & GIRL,2012,515.0
1999,CHE,SCIENCE,BOY & GIRL,2015,506.0
2000,CHE,SCIENCE,BOY & GIRL,2018,495.0
2001,TUR,SCIENCE,BOY & GIRL,2006,424.0
2002,TUR,SCIENCE,BOY & GIRL,2009,454.0
2003,TUR,SCIENCE,BOY & GIRL,2012,463.0
2004,TUR,SCIENCE,BOY & GIRL,2015,425.0
2005,TUR,SCIENCE,BOY & GIRL,2018,468.0
2006,GBR,SCIENCE,BOY & GIRL,2006,515.0
2007,GBR,SCIENCE,BOY & GIRL,2009,514.0
2008,GBR,SCIENCE,BOY & GIRL,2012,514.0
2009,GBR,SCIENCE,BOY & GIRL,2015,509.0
2010,GBR,SCIENCE,BOY & GIRL,2018,505.0
2011,USA,SCIENCE,BOY & GIRL,2006,489.0
2012,USA,SCIENCE,BOY & GIRL,2009,502.0
2013,USA,SCIENCE,BOY & GIRL,2012,497.0
2014,USA,SCIENCE,BOY & GIRL,2015,496.0
2015,USA,SCIENCE,BOY & GIRL,2018,502.0
2016,BRA,SCIENCE,BOY & GIRL,2006,390.0
2017,BRA,SCIENCE,BOY & GIRL,2009,405.0
2018,BRA,SCIENCE,BOY & GIRL,2012,402.0
2019,BRA,SCIENCE,BOY & GIRL,2015,401.0
2020,BRA,SCIENCE,BOY & GIRL,2018,404.0
2021,CHL,SCIENCE,BOY & GIRL,2006,438.0
2022,CHL,SCIENCE,BOY & GIRL,2009,447.0
2023,CHL,SCIENCE,BOY & GIRL,2012,445.0
2024,CHL,SCIENCE,BOY & GIRL,2015,447.0
2025,CHL,SCIENCE,BOY & GIRL,2018,444.0
2026,EST,SCIENCE,BOY & GIRL,2006,531.0
2027,EST,SCIENCE,BOY & GIRL,2009,528.0
2028,EST,SCIENCE,BOY & GIRL,2012,541.0
2029,EST,SCIENCE,BOY & GIRL,2015,534.0
2030,EST,SCIENCE,BOY & GIRL,2018,530.0
2031,IDN,SCIENCE,BOY & GIRL,2006,393.0
2032,IDN,SCIENCE,BOY & GIRL,2009,383.0
2033,IDN,SCIENCE,BOY & GIRL,2012,382.0
2034,IDN,SCIENCE,BOY & GIRL,2015,403.0
2035,IDN,SCIENCE,BOY & GIRL,2018,396.0
2036,ISR,SCIENCE,BOY & GIRL,2006,454.0
2037,ISR,SCIENCE,BOY & GIRL,2009,455.0
2038,ISR,SCIENCE,BOY & GIRL,2012,470.0
2039,ISR,SCIENCE,BOY & GIRL,2015,467.0
2040,ISR,SCIENCE,BOY & GIRL,2018,462.0
2041,LVA,SCIENCE,BOY & GIRL,2006,490.0
2042,LVA,SCIENCE,BOY & GIRL,2009,494.0
2043,LVA,SCIENCE,BOY & GIRL,2012,502.0
2044,LVA,SCIENCE,BOY & GIRL,2015,490.0
2045,LVA,SCIENCE,BOY & GIRL,2018,487.0
2046,RUS,SCIENCE,BOY & GIRL,2006,478.0
2047,RUS,SCIENCE,BOY & GIRL,2009,486.0
2048,RUS,SCIENCE,BOY & GIRL,2012,487.0
2049,RUS,SCIENCE,BOY & GIRL,2018,478.0
2050,SGP,SCIENCE,BOY,2015,559.0
2051,SGP,SCIENCE,GIRL,2015,552.0
2052,SVN,SCIENCE,BOY & GIRL,2006,519.0
2053,SVN,SCIENCE,BOY & GIRL,2009,512.0
2054,SVN,SCIENCE,BOY & GIRL,2012,514.0
2055,SVN,SCIENCE,BOY & GIRL,2015,513.0
2056,SVN,SCIENCE,BOY & GIRL,2018,507.0
2057,OAVG,SCIENCE,BOY & GIRL,2006,498.0
2058,OAVG,SCIENCE,BOY & GIRL,2009,501.0
2059,OAVG,SCIENCE,BOY & GIRL,2012,501.0
2060,OAVG,SCIENCE,BOY & GIRL,2015,493.0
2061,OAVG,SCIENCE,BOY & GIRL,2018,489.0
2062,COL,SCIENCE,BOY & GIRL,2015,416.0
2063,COL,SCIENCE,BOY & GIRL,2018,413.0
2064,COL,SCIENCE,BOY,2015,421.0
2065,COL,SCIENCE,BOY,2018,420.0
2066,COL,SCIENCE,GIRL,2015,411.0
2067,COL,SCIENCE,GIRL,2018,407.0
2068,HKG,SCIENCE,BOY & GIRL,2015,523.0
2069,HKG,SCIENCE,BOY,2015,523.0
2070,HKG,SCIENCE,GIRL,2015,524.0
2071,PER,SCIENCE,BOY & GIRL,2015,397.0
2072,PER,SCIENCE,BOY,2015,402.0
2073,PER,SCIENCE,GIRL,2015,392.0
2074,SGP,SCIENCE,BOY & GIRL,2015,556.0
2075,TWN,SCIENCE,BOY & GIRL,2015,532.0
2076,TWN,SCIENCE,BOY,2015,535.0
2077,TWN,SCIENCE,GIRL,2015,530.0
2078,MAC,SCIENCE,BOY & GIRL,2015,529.0
2079,MAC,SCIENCE,BOY,2015,525.0
2080,MAC,SCIENCE,GIRL,2015,532.0
2081,CRI,SCIENCE,BOY & GIRL,2018,416.0
2082,CRI,SCIENCE,BOY,2018,420.0
2083,CRI,SCIENCE,GIRL,2018,411.0
2084,LTU,SCIENCE,BOY & GIRL,2018,482.0
2085,LTU,SCIENCE,BOY,2018,479.0
2086,LTU,SCIENCE,GIRL,2018,485.0
